transacao_id,valor,hora,merchant_category,device_type,hist_compras_30d,tempo_conta_dias,fraude
8591,39.32,15,saude,desktop,20,2137,0
8592,36.37,3,vestuario,mobile,14,1849,0
8593,98.12,2,vestuario,desktop,48,1985,0
8594,72.02,5,transporte,desktop,58,333,0
8595,77.04,6,transporte,desktop,25,2813,0
8596,74.28,2,alimentacao,mobile,43,2339,0
8597,92.26,17,alimentacao,atm,29,869,0
8598,163.06,13,transporte,mobile,72,2049,0
8599,106.09,4,alimentacao,mobile,72,1240,0
8600,65.84,6,alimentacao,mobile,77,2801,0
8601,140.04,22,eletronicos,mobile,68,1606,0
8602,223.35,21,eletronicos,mobile,69,2128,0
8603,48.83,2,transporte,mobile,44,567,0
8604,84.32,14,servicos,mobile,43,311,0
8605,323.14,7,vestuario,mobile,24,2701,0
8606,26.76,8,alimentacao,mobile,60,1827,0
8607,655.35,14,servicos,atm,25,1993,0
8608,20.63,23,eletronicos,mobile,26,1211,0
8609,61.57,13,eletronicos,mobile,75,1893,0
8610,31.65,22,servicos,desktop,1,1264,0
8611,998.96,19,alimentacao,desktop,9,1909,0
8612,51.74,18,vestuario,mobile,62,1899,0
8613,51.89,18,alimentacao,mobile,54,663,0
8614,59.87,19,alimentacao,desktop,62,2699,0
8615,100.0,6,transporte,mobile,37,2835,0
8616,62.72,23,alimentacao,mobile,0,2279,0
8617,77.78,22,alimentacao,atm,23,61,0
8618,1.85,14,eletronicos,mobile,69,67,0
8619,95.86,17,transporte,mobile,53,2412,0
8620,91.8,21,transporte,mobile,70,441,0
8621,282.15,3,alimentacao,desktop,0,2932,0
8622,379.92,1,transporte,mobile,25,1090,0
8623,73.22,23,eletronicos,mobile,54,529,0
8624,220.93,13,eletronicos,mobile,1,2054,0
8625,26.8,17,servicos,mobile,35,2057,0
8626,209.36,12,saude,mobile,70,1902,0
8627,47.96,12,alimentacao,mobile,12,2305,0
8628,24.45,0,transporte,mobile,5,1511,0
8629,73.39,6,servicos,mobile,50,945,0
8630,420.11,2,vestuario,atm,18,1290,0
8631,109.85,10,saude,desktop,14,1890,0
8632,466.91,0,servicos,mobile,43,2368,1
8633,39.5,19,servicos,mobile,48,1296,0
8634,285.04,7,alimentacao,desktop,65,287,0
8635,43.93,17,alimentacao,desktop,8,1205,0
8636,115.34,1,vestuario,mobile,62,1785,0
8637,114.25,0,eletronicos,mobile,53,2320,0
8638,186.35,10,servicos,mobile,54,2425,0
8639,118.61,18,saude,mobile,19,2369,0
8640,39.92,19,alimentacao,mobile,66,817,0
8641,237.07,13,transporte,mobile,9,70,0
8642,604.75,14,servicos,desktop,54,607,0
8643,47.36,16,servicos,mobile,10,360,0
8644,11.96,16,servicos,mobile,51,2020,0
8645,155.91,17,vestuario,mobile,36,813,0
8646,62.53,0,saude,desktop,13,527,0
8647,77.93,10,transporte,mobile,15,1617,0
8648,165.97,20,alimentacao,desktop,35,1465,0
8649,54.49,10,alimentacao,desktop,29,2111,0
8650,66.97,3,transporte,mobile,36,2768,0
8651,80.63,15,servicos,mobile,34,252,0
8652,453.38,7,eletronicos,atm,1,183,0
8653,93.04,12,vestuario,tablet,34,2450,0
8654,23.12,12,transporte,mobile,32,2727,0
8655,24.16,16,servicos,desktop,31,1006,0
8656,104.92,22,alimentacao,mobile,18,571,0
8657,25.99,16,eletronicos,mobile,15,897,0
8658,16.14,23,alimentacao,mobile,7,1447,0
8659,181.11,0,eletronicos,desktop,49,36,0
8660,191.13,18,transporte,atm,43,397,0
8661,60.04,10,vestuario,desktop,64,105,0
8662,124.34,17,eletronicos,desktop,18,2129,0
8663,110.71,2,saude,mobile,32,1335,0
8664,174.63,12,saude,atm,15,2993,0
8665,175.08,0,alimentacao,mobile,75,1334,0
8666,5.12,15,alimentacao,atm,62,906,0
8667,69.09,5,alimentacao,mobile,11,920,0
8668,159.13,3,alimentacao,mobile,64,2774,0
8669,57.31,1,alimentacao,desktop,73,565,0
8670,93.67,6,servicos,mobile,52,2190,0
8671,205.57,23,saude,mobile,79,2638,0
8672,98.4,23,alimentacao,desktop,15,2896,0
8673,472.82,1,servicos,desktop,23,254,0
8674,310.97,23,servicos,mobile,50,2015,0
8675,79.01,14,transporte,mobile,43,2432,0
8676,72.4,7,servicos,desktop,57,2046,0
8677,3.91,22,saude,mobile,77,2523,0
8678,62.86,5,saude,mobile,18,2831,0
8679,20.32,4,servicos,desktop,69,2642,0
8680,114.82,5,transporte,tablet,10,2182,0
8681,106.5,3,alimentacao,mobile,36,583,1
8682,193.53,11,saude,desktop,34,2542,0
8683,418.36,3,alimentacao,mobile,64,2054,0
8684,87.45,5,transporte,desktop,33,854,0
8685,1105.95,8,alimentacao,desktop,66,1940,1
8686,116.24,15,eletronicos,mobile,12,507,0
8687,21.3,20,alimentacao,mobile,79,2501,0
8688,48.51,1,servicos,tablet,15,1920,0
8689,59.74,15,eletronicos,desktop,47,1932,0
8690,172.66,2,transporte,desktop,39,758,0
8691,31.75,23,transporte,mobile,7,455,0
8692,64.86,6,vestuario,mobile,42,1290,0
8693,75.4,20,servicos,mobile,69,1050,0
8694,54.99,18,saude,mobile,43,2566,0
8695,219.76,7,servicos,mobile,56,2953,0
8696,182.26,7,transporte,mobile,78,1893,0
8697,324.8,7,servicos,desktop,24,2392,1
8698,62.54,11,eletronicos,mobile,3,2831,0
8699,337.91,10,vestuario,desktop,55,2204,0
8700,20.08,15,vestuario,mobile,62,1064,0
8701,19.55,11,transporte,mobile,11,698,0
8702,23.68,18,eletronicos,mobile,28,842,0
8703,90.93,11,vestuario,desktop,28,943,0
8704,337.85,7,transporte,desktop,60,641,0
8705,46.42,7,servicos,mobile,70,2027,0
8706,53.28,17,transporte,atm,58,2929,0
8707,70.98,3,vestuario,mobile,23,775,0
8708,169.04,6,servicos,mobile,49,1289,0
8709,53.23,7,alimentacao,desktop,21,2824,0
8710,50.06,15,alimentacao,mobile,50,2760,0
8711,20.49,3,vestuario,desktop,77,78,0
8712,48.0,10,alimentacao,atm,53,1035,0
8713,328.72,16,alimentacao,desktop,62,1047,0
8714,99.49,22,servicos,mobile,59,863,0
8715,39.89,10,alimentacao,mobile,38,2825,0
8716,350.64,23,vestuario,tablet,10,2312,0
8717,47.29,14,alimentacao,mobile,78,194,0
8718,429.21,18,alimentacao,mobile,28,1854,0
8719,421.56,5,transporte,atm,70,1730,0
8720,95.74,21,saude,desktop,67,1574,0
8721,17.32,6,eletronicos,mobile,54,2166,0
8722,1117.05,3,transporte,desktop,43,1321,0
8723,137.83,1,transporte,mobile,21,2135,0
8724,63.04,15,vestuario,atm,10,1399,0
8725,257.69,15,vestuario,desktop,69,2835,0
8726,194.91,4,alimentacao,mobile,76,2503,0
8727,380.71,21,alimentacao,mobile,53,160,0
8728,43.44,6,eletronicos,mobile,79,460,0
8729,127.78,14,vestuario,mobile,17,1199,0
8730,24.42,12,servicos,desktop,41,154,0
8731,187.35,14,vestuario,mobile,13,208,0
8732,87.77,17,vestuario,tablet,42,18,0
8733,122.62,22,eletronicos,mobile,71,2698,0
8734,76.63,17,vestuario,mobile,23,1485,0
8735,68.3,21,vestuario,desktop,33,2344,0
8736,34.64,20,alimentacao,desktop,41,2454,0
8737,214.75,8,saude,mobile,37,498,0
8738,463.44,13,transporte,mobile,77,2013,0
8739,48.8,4,vestuario,mobile,34,1856,0
8740,165.49,22,vestuario,desktop,20,2971,0
8741,144.81,23,servicos,atm,26,2620,0
8742,90.82,21,alimentacao,tablet,24,1830,0
8743,16.79,17,servicos,desktop,25,2030,0
8744,21.5,20,alimentacao,desktop,71,1527,0
8745,38.13,19,alimentacao,desktop,41,1753,0
8746,8.56,5,servicos,desktop,30,1745,0
8747,423.62,6,alimentacao,mobile,11,2653,0
8748,134.89,12,vestuario,mobile,77,2646,0
8749,87.1,10,eletronicos,tablet,12,664,0
8750,8.09,17,saude,tablet,27,44,0
8751,12.11,17,servicos,desktop,55,782,0
8752,89.79,23,transporte,mobile,0,1400,0
8753,786.46,18,servicos,desktop,25,661,0
8754,41.74,0,alimentacao,mobile,76,1234,1
8755,232.8,8,vestuario,mobile,1,1302,0
8756,53.1,7,servicos,mobile,18,2859,0
8757,95.66,15,servicos,desktop,6,1318,0
8758,342.46,8,vestuario,mobile,55,562,0
8759,61.53,23,servicos,desktop,0,1227,0
8760,42.14,6,vestuario,desktop,3,77,0
8761,428.32,10,saude,mobile,37,89,0
8762,94.64,19,alimentacao,mobile,59,1895,0
8763,298.96,8,transporte,desktop,72,756,0
8764,42.36,1,servicos,atm,17,1875,0
8765,422.99,7,transporte,tablet,45,112,0
8766,121.63,8,transporte,mobile,64,958,0
8767,145.22,14,servicos,desktop,58,1721,0
8768,104.04,17,eletronicos,tablet,77,1619,0
8769,51.62,13,alimentacao,mobile,6,1780,0
8770,89.85,9,alimentacao,desktop,3,1790,0
8771,55.32,12,transporte,mobile,54,965,0
8772,258.66,3,transporte,desktop,29,1059,0
8773,72.0,4,alimentacao,mobile,59,1223,0
8774,17.35,14,servicos,mobile,57,1262,0
8775,14.19,20,alimentacao,mobile,35,2359,0
8776,13.47,12,servicos,mobile,79,426,0
8777,177.64,1,saude,mobile,70,1683,0
8778,25.36,23,transporte,mobile,29,2313,0
8779,125.22,7,saude,mobile,0,1024,0
8780,104.61,17,alimentacao,mobile,79,1168,0
8781,83.83,21,vestuario,mobile,77,2033,0
8782,145.8,23,saude,mobile,71,1936,0
8783,107.14,2,servicos,atm,4,1662,0
8784,4.57,4,alimentacao,mobile,57,1280,0
8785,63.06,15,alimentacao,desktop,76,139,0
8786,143.68,18,alimentacao,mobile,30,487,0
8787,546.92,20,saude,mobile,60,1462,0
8788,575.42,13,alimentacao,tablet,42,2102,0
8789,20.1,3,eletronicos,desktop,37,608,0
8790,61.27,17,transporte,desktop,57,1252,0
8791,16.08,16,transporte,mobile,46,741,0
8792,479.08,11,transporte,mobile,54,556,0
8793,274.28,15,transporte,mobile,17,2699,0
8794,132.38,5,vestuario,mobile,23,2800,0
8795,108.06,19,transporte,atm,51,2954,0
8796,411.04,1,transporte,mobile,44,2680,0
8797,341.2,20,eletronicos,mobile,30,1212,0
8798,321.77,20,transporte,mobile,66,2181,0
8799,148.76,16,servicos,mobile,27,851,0
8800,61.3,19,eletronicos,mobile,38,1728,0
8801,209.31,21,eletronicos,mobile,25,758,0
8802,220.89,3,alimentacao,atm,45,1875,0
8803,72.99,13,alimentacao,desktop,44,1266,0
8804,61.17,15,servicos,mobile,26,1081,0
8805,313.14,22,servicos,mobile,61,260,0
8806,561.45,17,alimentacao,desktop,12,789,0
8807,39.47,14,transporte,mobile,61,1321,0
8808,67.38,13,transporte,tablet,5,1776,0
8809,132.43,3,vestuario,desktop,20,2507,0
8810,153.74,7,alimentacao,mobile,32,2220,0
8811,50.67,10,saude,desktop,33,1636,0
8812,714.71,21,alimentacao,mobile,50,1485,0
8813,143.21,20,saude,mobile,75,1405,0
8814,161.5,15,alimentacao,desktop,60,2686,0
8815,623.14,2,transporte,mobile,43,2512,0
8816,54.93,17,alimentacao,mobile,6,1165,0
8817,81.67,11,alimentacao,atm,79,1694,0
8818,22.68,15,saude,desktop,25,1130,0
8819,74.47,10,eletronicos,mobile,49,1700,0
8820,17.5,17,alimentacao,tablet,64,1277,0
8821,204.92,5,saude,mobile,55,2550,0
8822,142.88,3,alimentacao,tablet,8,2112,0
8823,66.37,5,alimentacao,mobile,20,524,0
8824,80.6,22,alimentacao,mobile,79,83,0
8825,208.02,1,eletronicos,desktop,61,2881,0
8826,25.81,6,saude,mobile,50,1062,0
8827,112.68,8,alimentacao,atm,35,454,0
8828,194.31,20,servicos,mobile,75,2229,0
8829,12.67,8,alimentacao,atm,58,1421,0
8830,191.22,21,alimentacao,mobile,58,1664,0
8831,14.28,23,servicos,mobile,73,1910,0
8832,79.09,15,servicos,mobile,77,930,0
8833,25.03,8,vestuario,mobile,68,1703,0
8834,434.58,14,alimentacao,desktop,53,1970,0
8835,25.21,16,alimentacao,desktop,18,1842,0
8836,14.66,2,servicos,tablet,21,2703,0
8837,104.24,19,vestuario,mobile,12,1174,0
8838,57.11,10,transporte,mobile,64,1515,0
8839,17.2,20,alimentacao,mobile,26,2251,0
8840,160.52,14,servicos,desktop,18,2217,0
8841,10.07,20,alimentacao,atm,58,2989,0
8842,28.79,1,vestuario,mobile,45,596,0
8843,47.81,1,vestuario,mobile,19,2761,0
8844,217.55,2,alimentacao,mobile,29,1419,0
8845,374.28,20,eletronicos,mobile,38,646,0
8846,302.8,23,eletronicos,desktop,63,874,0
8847,76.05,23,vestuario,mobile,0,1056,0
8848,6.23,7,saude,tablet,60,2978,0
8849,138.37,6,eletronicos,mobile,6,329,0
8850,453.79,8,alimentacao,mobile,69,656,0
8851,349.73,19,transporte,mobile,9,2144,0
8852,149.79,6,vestuario,mobile,19,2842,0
8853,24.33,13,transporte,desktop,29,238,0
8854,50.51,15,servicos,atm,79,1226,0
8855,755.36,8,alimentacao,mobile,31,1227,0
8856,18.95,11,alimentacao,mobile,64,1495,0
8857,25.47,15,alimentacao,desktop,20,2290,0
8858,253.87,18,servicos,desktop,30,1572,0
8859,56.02,4,vestuario,desktop,41,416,0
8860,24.53,12,eletronicos,mobile,10,726,0
8861,483.36,3,transporte,desktop,2,2216,0
8862,149.48,0,saude,mobile,27,717,0
8863,59.15,15,servicos,mobile,62,1491,0
8864,25.52,11,transporte,atm,8,1128,0
8865,855.89,6,servicos,mobile,65,1317,0
8866,87.63,1,saude,mobile,49,2235,1
8867,418.66,22,transporte,mobile,21,730,0
8868,240.57,19,transporte,mobile,9,2102,0
8869,50.75,22,eletronicos,atm,44,2285,0
8870,51.2,2,transporte,mobile,34,2992,0
8871,441.84,0,servicos,mobile,8,1355,0
8872,449.78,5,eletronicos,tablet,53,266,0
8873,11.42,2,alimentacao,mobile,66,2001,0
8874,164.8,11,transporte,mobile,36,2278,0
8875,78.78,15,vestuario,mobile,36,95,0
8876,28.89,4,alimentacao,mobile,70,585,0
8877,120.05,9,transporte,mobile,30,1030,0
8878,20.4,12,alimentacao,desktop,19,1533,0
8879,53.89,7,servicos,mobile,67,1544,0
8880,37.4,11,alimentacao,desktop,41,589,0
8881,51.95,14,alimentacao,atm,75,600,0
8882,83.21,22,servicos,mobile,73,2808,0
8883,29.46,7,alimentacao,mobile,64,2156,0
8884,508.01,2,vestuario,mobile,28,1522,0
8885,154.87,20,transporte,mobile,57,994,0
8886,648.08,13,servicos,mobile,37,1409,0
8887,75.48,11,alimentacao,mobile,61,2897,0
8888,49.22,17,alimentacao,mobile,74,922,0
8889,622.82,23,alimentacao,mobile,58,991,0
8890,47.66,3,saude,mobile,39,1347,0
8891,73.99,20,servicos,desktop,79,565,0
8892,198.75,15,alimentacao,mobile,69,332,0
8893,23.07,14,alimentacao,desktop,19,2678,0
8894,196.85,20,alimentacao,desktop,75,2052,1
8895,171.0,7,alimentacao,mobile,38,1009,0
8896,363.67,18,alimentacao,desktop,20,1712,0
8897,239.62,13,servicos,mobile,23,1488,0
8898,376.15,22,alimentacao,desktop,62,299,0
8899,79.72,11,servicos,mobile,30,2264,0
8900,34.85,17,alimentacao,mobile,52,308,0
8901,916.89,11,servicos,mobile,35,1709,0
8902,16.79,9,transporte,desktop,78,879,0
8903,18.74,9,alimentacao,desktop,10,1310,0
8904,167.61,22,servicos,mobile,46,1419,0
8905,537.8,20,alimentacao,mobile,28,1306,0
8906,110.89,5,servicos,mobile,63,668,1
8907,270.22,20,servicos,mobile,75,250,0
8908,10.02,14,saude,mobile,27,394,0
8909,51.96,2,servicos,desktop,72,2181,0
8910,11.46,18,alimentacao,desktop,48,289,0
8911,212.4,3,transporte,tablet,4,1518,0
8912,16.41,20,vestuario,mobile,62,916,0
8913,22.07,10,transporte,desktop,44,2087,0
8914,158.45,21,eletronicos,tablet,77,1889,0
8915,289.46,11,alimentacao,mobile,36,552,0
8916,75.58,2,vestuario,desktop,20,2035,0
8917,168.54,18,transporte,mobile,13,1975,0
8918,162.64,17,alimentacao,mobile,6,849,0
8919,71.02,7,saude,atm,56,2525,0
8920,27.0,4,servicos,mobile,78,1322,0
8921,167.57,20,transporte,atm,51,103,0
8922,176.69,18,alimentacao,tablet,48,1885,0
8923,240.67,7,servicos,tablet,2,1351,0
8924,126.88,16,alimentacao,desktop,1,1080,0
8925,24.89,5,vestuario,desktop,39,1353,0
8926,192.36,4,servicos,mobile,41,2935,0
8927,89.88,15,alimentacao,mobile,34,1165,0
8928,52.93,19,alimentacao,tablet,74,2078,0
8929,65.1,22,alimentacao,mobile,26,2550,0
8930,42.13,11,transporte,mobile,78,1735,0
8931,239.3,3,vestuario,atm,21,2670,1
8932,18.92,13,alimentacao,mobile,26,1494,0
8933,30.18,16,saude,tablet,23,676,0
8934,62.7,23,servicos,mobile,62,1476,0
8935,531.19,2,alimentacao,mobile,26,370,0
8936,287.06,15,eletronicos,desktop,36,875,0
8937,14.81,12,transporte,mobile,8,617,0
8938,398.01,14,transporte,desktop,31,232,0
8939,397.17,2,vestuario,mobile,15,461,0
8940,24.74,0,alimentacao,mobile,60,2513,0
8941,5.62,14,alimentacao,tablet,65,2574,0
8942,83.14,4,alimentacao,mobile,21,2716,0
8943,309.41,14,alimentacao,mobile,79,75,0
8944,518.21,0,vestuario,mobile,34,2923,0
8945,34.54,19,saude,atm,66,1028,0
8946,618.43,7,vestuario,atm,19,1212,0
8947,7.76,10,saude,mobile,68,541,0
8948,60.05,8,vestuario,mobile,11,2839,0
8949,56.89,10,alimentacao,atm,28,2995,0
8950,319.76,12,servicos,tablet,30,2107,0
8951,375.45,15,alimentacao,mobile,14,226,0
8952,257.15,16,alimentacao,desktop,76,1266,0
8953,20.38,23,saude,mobile,23,836,0
8954,232.5,4,vestuario,mobile,33,2755,0
8955,157.58,20,saude,desktop,1,1954,0
8956,14.32,14,alimentacao,desktop,54,2905,0
8957,9.27,7,servicos,mobile,14,2503,0
8958,281.97,22,alimentacao,tablet,22,1602,0
8959,73.84,16,transporte,mobile,73,848,0
8960,21.9,4,servicos,tablet,69,2339,0
8961,71.59,4,transporte,mobile,9,2091,0
8962,134.35,15,vestuario,atm,49,2330,0
8963,82.18,17,servicos,mobile,59,2797,0
8964,16.33,1,servicos,mobile,76,1826,0
8965,716.31,15,alimentacao,desktop,19,2001,0
8966,271.68,12,alimentacao,mobile,26,1268,0
8967,62.25,23,saude,mobile,18,1476,0
8968,65.07,17,vestuario,desktop,43,403,0
8969,133.68,21,eletronicos,mobile,48,575,0
8970,25.98,0,alimentacao,tablet,15,2993,0
8971,128.37,18,alimentacao,mobile,1,536,0
8972,20.83,8,saude,mobile,10,215,0
8973,83.3,13,eletronicos,mobile,16,2396,0
8974,24.89,21,servicos,mobile,46,405,0
8975,26.31,20,alimentacao,mobile,16,1385,0
8976,550.21,5,alimentacao,mobile,64,1124,0
8977,96.08,5,vestuario,mobile,51,1250,0
8978,113.09,17,servicos,mobile,15,1196,0
8979,9.85,21,alimentacao,desktop,79,109,0
8980,46.68,14,transporte,mobile,56,802,0
8981,149.51,1,vestuario,mobile,69,1924,0
8982,111.45,3,alimentacao,mobile,53,235,0
8983,8.42,17,transporte,tablet,52,797,0
8984,113.05,17,vestuario,mobile,38,2698,0
8985,134.72,21,alimentacao,atm,52,1964,0
8986,369.5,12,vestuario,mobile,61,1540,0
8987,43.78,10,alimentacao,atm,78,1638,0
8988,7.64,2,servicos,mobile,47,2909,0
8989,30.07,18,servicos,mobile,60,148,0
8990,26.93,22,servicos,mobile,75,2634,0
8991,202.43,1,vestuario,atm,48,1434,0
8992,4.53,11,vestuario,mobile,61,1482,0
8993,54.97,8,transporte,desktop,15,687,0
8994,431.98,17,transporte,mobile,70,1165,0
8995,90.73,18,alimentacao,desktop,78,1628,0
8996,241.28,5,servicos,desktop,28,765,0
8997,14.79,22,alimentacao,mobile,70,1049,0
8998,15.45,3,transporte,desktop,64,2979,0
8999,437.45,18,eletronicos,desktop,18,2449,0
9000,100.62,17,vestuario,mobile,79,1815,0
9001,100.85,3,transporte,mobile,46,879,0
9002,26.31,16,transporte,mobile,13,2522,0
9003,100.57,6,vestuario,desktop,8,2574,0
9004,25.52,6,saude,mobile,40,2954,0
9005,332.14,2,vestuario,desktop,41,2004,0
9006,1809.15,17,alimentacao,mobile,68,672,0
9007,153.29,19,servicos,atm,40,1130,0
9008,44.77,12,alimentacao,desktop,31,2774,0
9009,5.55,18,alimentacao,mobile,25,310,0
9010,14.11,8,alimentacao,tablet,40,2383,0
9011,497.87,13,transporte,desktop,21,1504,0
9012,29.02,18,vestuario,mobile,59,1364,0
9013,59.86,10,eletronicos,mobile,10,481,0
9014,185.09,14,servicos,mobile,65,2846,0
9015,459.67,3,vestuario,mobile,17,628,0
9016,72.27,12,alimentacao,mobile,15,1770,0
9017,57.68,20,eletronicos,mobile,77,1652,0
9018,97.4,18,servicos,mobile,31,1181,0
9019,45.13,7,eletronicos,mobile,54,437,0
9020,47.88,13,transporte,mobile,31,480,0
9021,141.61,14,eletronicos,mobile,78,1912,0
9022,110.37,22,eletronicos,mobile,12,2183,0
9023,938.95,19,transporte,mobile,37,727,0
9024,145.87,19,servicos,mobile,7,2322,0
9025,319.34,18,alimentacao,tablet,45,2052,0
9026,27.7,8,alimentacao,desktop,59,621,0
9027,160.4,9,servicos,tablet,37,1152,1
9028,40.64,11,servicos,atm,68,1116,0
9029,139.07,10,vestuario,desktop,61,1664,0
9030,191.98,22,eletronicos,desktop,76,166,0
9031,95.09,21,saude,mobile,79,2854,0
9032,1271.63,21,transporte,desktop,76,1672,0
9033,433.02,14,transporte,mobile,34,2058,0
9034,328.64,4,vestuario,desktop,79,1800,0
9035,208.66,3,transporte,mobile,52,1200,0
9036,626.22,6,vestuario,atm,6,2544,0
9037,18.53,15,saude,mobile,6,971,0
9038,406.39,8,alimentacao,desktop,31,79,0
9039,30.25,15,alimentacao,atm,44,1683,0
9040,48.39,21,transporte,tablet,6,359,0
9041,166.92,8,eletronicos,mobile,46,2463,0
9042,349.51,22,servicos,mobile,54,95,0
9043,25.31,12,saude,desktop,55,628,0
9044,51.22,19,vestuario,mobile,77,2833,0
9045,100.21,1,saude,mobile,29,788,0
9046,73.33,6,alimentacao,desktop,2,1539,0
9047,230.31,22,alimentacao,atm,76,2621,0
9048,3942.3,21,transporte,mobile,42,738,0
9049,142.77,13,servicos,mobile,50,901,0
9050,40.1,0,alimentacao,desktop,42,58,0
9051,21.62,1,alimentacao,desktop,38,2407,0
9052,62.94,10,transporte,atm,13,290,0
9053,32.0,21,transporte,desktop,45,2933,0
9054,150.55,9,vestuario,mobile,66,2160,0
9055,148.0,21,servicos,desktop,9,941,0
9056,54.08,12,alimentacao,tablet,31,1441,0
9057,799.07,3,eletronicos,mobile,74,1552,0
9058,40.09,13,alimentacao,mobile,33,2203,0
9059,78.94,8,alimentacao,desktop,12,1112,0
9060,181.83,5,transporte,mobile,76,796,0
9061,240.15,16,vestuario,atm,10,397,0
9062,366.99,4,vestuario,mobile,19,1319,0
9063,144.22,21,vestuario,mobile,37,1444,0
9064,286.0,19,servicos,atm,30,1871,0
9065,43.31,18,alimentacao,mobile,33,2501,0
9066,247.12,1,servicos,mobile,61,637,0
9067,243.52,23,vestuario,mobile,44,669,0
9068,475.41,11,alimentacao,atm,38,863,0
9069,14.36,17,transporte,atm,56,491,0
9070,33.19,4,alimentacao,mobile,48,425,0
9071,222.62,18,alimentacao,desktop,50,2398,0
9072,4.87,7,alimentacao,desktop,38,2135,0
9073,154.66,16,alimentacao,mobile,44,2489,0
9074,288.81,6,saude,mobile,22,1747,0
9075,47.75,22,servicos,tablet,33,2450,0
9076,56.08,17,vestuario,mobile,13,1334,0
9077,27.62,10,servicos,mobile,6,2642,0
9078,50.72,10,saude,mobile,68,1702,0
9079,52.36,0,transporte,desktop,64,101,0
9080,42.47,7,eletronicos,mobile,22,510,0
9081,39.99,18,vestuario,mobile,36,1549,0
9082,66.81,19,saude,mobile,79,2438,0
9083,65.93,23,servicos,atm,42,441,0
9084,707.36,2,alimentacao,mobile,0,2266,0
9085,58.35,6,servicos,mobile,46,2667,0
9086,131.44,18,alimentacao,mobile,70,546,0
9087,47.72,8,alimentacao,mobile,18,1662,0
9088,47.06,5,eletronicos,desktop,75,2657,0
9089,13.81,6,vestuario,mobile,61,926,0
9090,15.98,22,alimentacao,desktop,4,1182,0
9091,23.86,20,transporte,mobile,79,1349,0
9092,110.17,0,servicos,tablet,50,1391,0
9093,294.06,20,alimentacao,tablet,17,997,0
9094,12.61,13,servicos,mobile,62,1594,0
9095,49.21,20,eletronicos,desktop,65,810,0
9096,20.01,14,vestuario,desktop,49,2378,0
9097,67.31,16,alimentacao,atm,77,2048,0
9098,293.93,13,saude,atm,70,492,0
9099,55.06,17,saude,desktop,24,2552,0
9100,85.43,19,alimentacao,mobile,10,795,0
9101,446.19,12,vestuario,mobile,64,1587,0
9102,148.96,2,servicos,tablet,75,2809,0
9103,39.01,2,alimentacao,atm,23,2045,0
9104,107.21,9,vestuario,mobile,44,2813,0
9105,36.22,11,servicos,desktop,40,1808,0
9106,142.96,20,eletronicos,mobile,27,2427,0
9107,158.68,0,saude,mobile,43,1391,0
9108,20.01,21,alimentacao,mobile,42,506,0
9109,109.14,1,saude,mobile,78,532,0
9110,79.1,11,saude,desktop,27,1785,0
9111,163.88,10,alimentacao,mobile,11,432,0
9112,224.64,13,transporte,desktop,36,1338,0
9113,152.2,1,vestuario,desktop,11,1390,0
9114,64.49,18,servicos,desktop,12,243,0
9115,251.3,3,alimentacao,mobile,50,2540,0
9116,34.45,18,transporte,mobile,67,227,0
9117,21.06,13,servicos,desktop,9,945,0
9118,2.68,21,transporte,desktop,31,2570,0
9119,83.33,23,vestuario,mobile,14,113,0
9120,36.46,20,vestuario,mobile,37,272,0
9121,139.43,10,saude,atm,47,2531,0
9122,10.29,9,alimentacao,mobile,72,814,0
9123,44.17,15,saude,mobile,71,2732,0
9124,151.0,15,vestuario,atm,72,453,0
9125,29.0,18,saude,tablet,33,492,0
9126,141.2,11,alimentacao,mobile,63,1725,0
9127,48.78,11,vestuario,tablet,23,2860,0
9128,86.83,2,servicos,mobile,2,2280,0
9129,173.24,4,servicos,tablet,74,1828,0
9130,256.74,19,alimentacao,desktop,72,796,0
9131,99.66,23,eletronicos,mobile,14,208,0
9132,36.77,14,alimentacao,atm,15,2346,0
9133,54.39,8,alimentacao,tablet,72,353,0
9134,181.39,1,servicos,mobile,35,525,0
9135,29.27,1,saude,desktop,63,1323,0
9136,74.0,16,vestuario,desktop,72,1070,0
9137,58.88,15,alimentacao,mobile,43,2600,0
9138,80.34,6,alimentacao,mobile,7,729,0
9139,29.66,4,transporte,mobile,48,1956,0
9140,11.74,1,alimentacao,atm,10,1363,0
9141,159.62,16,servicos,mobile,55,717,0
9142,259.96,14,alimentacao,mobile,46,2943,0
9143,12.54,7,alimentacao,desktop,34,2384,0
9144,135.07,17,servicos,mobile,37,2210,0
9145,296.34,20,alimentacao,mobile,76,1377,0
9146,173.38,12,transporte,mobile,31,618,0
9147,56.92,6,eletronicos,mobile,67,1938,0
9148,31.89,0,alimentacao,tablet,64,2899,0
9149,98.4,19,vestuario,mobile,79,798,0
9150,118.22,13,eletronicos,mobile,71,2044,0
9151,100.02,8,vestuario,mobile,49,2575,0
9152,73.84,0,alimentacao,tablet,79,1363,0
9153,27.36,19,transporte,mobile,56,240,0
9154,143.3,22,vestuario,mobile,9,2748,0
9155,151.1,11,alimentacao,desktop,7,320,0
9156,112.27,6,alimentacao,mobile,54,2288,0
9157,101.71,14,alimentacao,desktop,42,1436,0
9158,570.88,20,alimentacao,mobile,69,2187,0
9159,45.29,14,alimentacao,tablet,43,2116,0
9160,368.55,0,saude,desktop,19,603,0
